日付,時間,年,月,日,時,分,秒,オーダーNo,ロット,生産数,不良数,不良[1],不良[2],不良[3],不良[4],不良[5],不良[6]
2023/05/28,03:38:55,2023,5,28,3,38,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:05,2023,5,28,3,39,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:15,2023,5,28,3,39,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:25,2023,5,28,3,39,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:35,2023,5,28,3,39,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:45,2023,5,28,3,39,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:39:55,2023,5,28,3,39,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:05,2023,5,28,3,40,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:15,2023,5,28,3,40,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:25,2023,5,28,3,40,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:35,2023,5,28,3,40,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:45,2023,5,28,3,40,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:40:55,2023,5,28,3,40,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:05,2023,5,28,3,41,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:15,2023,5,28,3,41,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:25,2023,5,28,3,41,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:35,2023,5,28,3,41,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:45,2023,5,28,3,41,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:41:55,2023,5,28,3,41,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:05,2023,5,28,3,42,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:15,2023,5,28,3,42,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:25,2023,5,28,3,42,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:35,2023,5,28,3,42,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:45,2023,5,28,3,42,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:42:55,2023,5,28,3,42,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:05,2023,5,28,3,43,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:15,2023,5,28,3,43,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:25,2023,5,28,3,43,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:35,2023,5,28,3,43,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:45,2023,5,28,3,43,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:43:55,2023,5,28,3,43,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:05,2023,5,28,3,44,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:15,2023,5,28,3,44,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:25,2023,5,28,3,44,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:35,2023,5,28,3,44,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:45,2023,5,28,3,44,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:44:55,2023,5,28,3,44,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:05,2023,5,28,3,45,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:15,2023,5,28,3,45,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:25,2023,5,28,3,45,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:35,2023,5,28,3,45,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:45,2023,5,28,3,45,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:45:55,2023,5,28,3,45,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:05,2023,5,28,3,46,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:15,2023,5,28,3,46,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:25,2023,5,28,3,46,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:35,2023,5,28,3,46,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:45,2023,5,28,3,46,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:46:55,2023,5,28,3,46,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:05,2023,5,28,3,47,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:15,2023,5,28,3,47,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:25,2023,5,28,3,47,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:35,2023,5,28,3,47,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:45,2023,5,28,3,47,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:47:55,2023,5,28,3,47,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:05,2023,5,28,3,48,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:15,2023,5,28,3,48,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:25,2023,5,28,3,48,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:35,2023,5,28,3,48,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:45,2023,5,28,3,48,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:48:55,2023,5,28,3,48,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:05,2023,5,28,3,49,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:15,2023,5,28,3,49,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:25,2023,5,28,3,49,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:35,2023,5,28,3,49,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:45,2023,5,28,3,49,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:49:55,2023,5,28,3,49,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:05,2023,5,28,3,50,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:15,2023,5,28,3,50,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:25,2023,5,28,3,50,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:35,2023,5,28,3,50,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:45,2023,5,28,3,50,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:50:55,2023,5,28,3,50,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:05,2023,5,28,3,51,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:15,2023,5,28,3,51,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:25,2023,5,28,3,51,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:35,2023,5,28,3,51,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:45,2023,5,28,3,51,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:51:55,2023,5,28,3,51,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:05,2023,5,28,3,52,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:15,2023,5,28,3,52,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:25,2023,5,28,3,52,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:35,2023,5,28,3,52,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:45,2023,5,28,3,52,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:52:55,2023,5,28,3,52,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:05,2023,5,28,3,53,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:15,2023,5,28,3,53,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:25,2023,5,28,3,53,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:35,2023,5,28,3,53,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:45,2023,5,28,3,53,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:53:55,2023,5,28,3,53,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:05,2023,5,28,3,54,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:15,2023,5,28,3,54,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:25,2023,5,28,3,54,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:35,2023,5,28,3,54,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:45,2023,5,28,3,54,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:54:55,2023,5,28,3,54,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:05,2023,5,28,3,55,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:15,2023,5,28,3,55,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:25,2023,5,28,3,55,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:35,2023,5,28,3,55,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:45,2023,5,28,3,55,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:55:55,2023,5,28,3,55,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:05,2023,5,28,3,56,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:15,2023,5,28,3,56,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:25,2023,5,28,3,56,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:35,2023,5,28,3,56,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:45,2023,5,28,3,56,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:56:55,2023,5,28,3,56,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:05,2023,5,28,3,57,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:15,2023,5,28,3,57,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:25,2023,5,28,3,57,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:35,2023,5,28,3,57,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:45,2023,5,28,3,57,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:57:55,2023,5,28,3,57,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:05,2023,5,28,3,58,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:15,2023,5,28,3,58,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:25,2023,5,28,3,58,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:35,2023,5,28,3,58,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:45,2023,5,28,3,58,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:58:55,2023,5,28,3,58,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:05,2023,5,28,3,59,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:15,2023,5,28,3,59,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:25,2023,5,28,3,59,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:35,2023,5,28,3,59,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:45,2023,5,28,3,59,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,03:59:55,2023,5,28,3,59,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:05,2023,5,28,4,0,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:15,2023,5,28,4,0,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:25,2023,5,28,4,0,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:35,2023,5,28,4,0,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:45,2023,5,28,4,0,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:00:55,2023,5,28,4,0,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:05,2023,5,28,4,1,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:15,2023,5,28,4,1,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:25,2023,5,28,4,1,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:35,2023,5,28,4,1,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:45,2023,5,28,4,1,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:01:55,2023,5,28,4,1,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:05,2023,5,28,4,2,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:15,2023,5,28,4,2,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:25,2023,5,28,4,2,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:35,2023,5,28,4,2,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:45,2023,5,28,4,2,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:02:55,2023,5,28,4,2,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:05,2023,5,28,4,3,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:15,2023,5,28,4,3,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:25,2023,5,28,4,3,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:35,2023,5,28,4,3,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:45,2023,5,28,4,3,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:03:55,2023,5,28,4,3,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:05,2023,5,28,4,4,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:15,2023,5,28,4,4,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:25,2023,5,28,4,4,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:35,2023,5,28,4,4,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:45,2023,5,28,4,4,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:04:55,2023,5,28,4,4,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:05,2023,5,28,4,5,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:15,2023,5,28,4,5,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:25,2023,5,28,4,5,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:35,2023,5,28,4,5,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:45,2023,5,28,4,5,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:05:55,2023,5,28,4,5,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:05,2023,5,28,4,6,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:15,2023,5,28,4,6,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:25,2023,5,28,4,6,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:35,2023,5,28,4,6,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:45,2023,5,28,4,6,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:06:55,2023,5,28,4,6,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:05,2023,5,28,4,7,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:15,2023,5,28,4,7,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:25,2023,5,28,4,7,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:35,2023,5,28,4,7,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:45,2023,5,28,4,7,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:07:55,2023,5,28,4,7,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:05,2023,5,28,4,8,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:15,2023,5,28,4,8,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:25,2023,5,28,4,8,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:35,2023,5,28,4,8,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:45,2023,5,28,4,8,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:08:55,2023,5,28,4,8,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:05,2023,5,28,4,9,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:15,2023,5,28,4,9,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:25,2023,5,28,4,9,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:35,2023,5,28,4,9,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:45,2023,5,28,4,9,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:09:55,2023,5,28,4,9,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:05,2023,5,28,4,10,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:15,2023,5,28,4,10,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:25,2023,5,28,4,10,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:35,2023,5,28,4,10,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:45,2023,5,28,4,10,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:10:55,2023,5,28,4,10,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:05,2023,5,28,4,11,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:15,2023,5,28,4,11,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:25,2023,5,28,4,11,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:35,2023,5,28,4,11,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:45,2023,5,28,4,11,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:11:55,2023,5,28,4,11,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:05,2023,5,28,4,12,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:15,2023,5,28,4,12,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:25,2023,5,28,4,12,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:35,2023,5,28,4,12,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:45,2023,5,28,4,12,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:12:55,2023,5,28,4,12,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:05,2023,5,28,4,13,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:15,2023,5,28,4,13,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:25,2023,5,28,4,13,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:35,2023,5,28,4,13,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:45,2023,5,28,4,13,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:13:55,2023,5,28,4,13,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:05,2023,5,28,4,14,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:15,2023,5,28,4,14,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:25,2023,5,28,4,14,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:35,2023,5,28,4,14,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:45,2023,5,28,4,14,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:14:55,2023,5,28,4,14,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:05,2023,5,28,4,15,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:15,2023,5,28,4,15,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:25,2023,5,28,4,15,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:35,2023,5,28,4,15,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:45,2023,5,28,4,15,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:15:55,2023,5,28,4,15,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:05,2023,5,28,4,16,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:15,2023,5,28,4,16,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:25,2023,5,28,4,16,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:35,2023,5,28,4,16,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:45,2023,5,28,4,16,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:16:55,2023,5,28,4,16,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:05,2023,5,28,4,17,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:15,2023,5,28,4,17,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:25,2023,5,28,4,17,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:35,2023,5,28,4,17,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:45,2023,5,28,4,17,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:17:55,2023,5,28,4,17,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:05,2023,5,28,4,18,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:15,2023,5,28,4,18,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:25,2023,5,28,4,18,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:35,2023,5,28,4,18,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:45,2023,5,28,4,18,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:18:55,2023,5,28,4,18,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:05,2023,5,28,4,19,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:15,2023,5,28,4,19,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:25,2023,5,28,4,19,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:35,2023,5,28,4,19,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:45,2023,5,28,4,19,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:19:55,2023,5,28,4,19,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:05,2023,5,28,4,20,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:15,2023,5,28,4,20,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:25,2023,5,28,4,20,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:35,2023,5,28,4,20,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:45,2023,5,28,4,20,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:20:55,2023,5,28,4,20,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:05,2023,5,28,4,21,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:15,2023,5,28,4,21,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:25,2023,5,28,4,21,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:35,2023,5,28,4,21,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:45,2023,5,28,4,21,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:21:55,2023,5,28,4,21,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:05,2023,5,28,4,22,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:15,2023,5,28,4,22,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:25,2023,5,28,4,22,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:35,2023,5,28,4,22,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:45,2023,5,28,4,22,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:22:55,2023,5,28,4,22,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:05,2023,5,28,4,23,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:15,2023,5,28,4,23,13,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:25,2023,5,28,4,23,23,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:35,2023,5,28,4,23,33,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:45,2023,5,28,4,23,43,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:23:55,2023,5,28,4,23,53,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:24:05,2023,5,28,4,24,3,650,0,3950,0,0,0,0,1025638400,15650,0
2023/05/28,04:24:15,2023,5,28,4,24,13,650,0,3950,0,0,0,0,1025638400,15650,0
